county,location_type,Sex,Age,household_size,education_level,marital_status,has_disability,monthly_income,experienced_shock,mobile_ownership_1,mobile_money_access,barriers_mobile_money,Savings_formal,Savings_informal,Loan_formal,Loan_informal,defaulted,formal_service_use,barriers_bank,prodsum1,fl_score,nfhi_11,nfhi_12,nfhi_13,accessto_13k_1month,not_difficult,financial_status
Kitui,474,Female,6,2,2,3,0,5000,0,1,1,0,1,0,0,0,0,1,0,2,2,0,1,1,0,0,Worsened
Meru,366,Male,2,2,3,1,0,5000,0,1,1,0,0,0,1,1,0,1,1,4,3,1,1,1,0,0,Improved
Busia,1518,Male,6,2,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,0,4,2,0,0,0,1,0,Worsened
Kakamega,1391,Male,3,1,3,1,0,5000,0,1,1,0,0,0,1,0,1,1,0,4,2,1,0,1,1,1,Stayed the same
Narok,1213,Female,3,1,2,4,0,5000,0,1,1,0,1,1,0,0,0,1,0,5,3,1,1,0,1,0,Stayed the same
Kisumu,1561,Female,6,1,1,3,0,5000,1,1,0,7,0,0,0,0,0,1,0,1,1,0,1,1,0,0,Worsened
Uasin Gishu,963,Female,2,2,4,1,0,5000,1,1,1,0,1,0,0,1,0,1,8,3,2,0,1,1,1,1,Stayed the same
Embu,454,Female,6,2,1,4,0,5000,0,1,1,0,0,1,0,1,1,1,1,4,1,1,1,1,0,0,Worsened
Embu,469,Female,6,2,3,4,0,5000,0,1,1,0,0,1,0,1,0,1,0,6,2,1,1,1,0,0,Worsened
Kericho,1281,Female,4,2,2,4,0,5000,0,1,1,0,1,0,1,0,1,1,1,5,1,1,1,1,0,0,Worsened
Bomet,1342,Female,6,3,1,3,1,5000,0,0,0,7,0,0,0,0,0,0,1,1,0,1,1,1,0,0,Worsened
Kisii,1702,Male,6,1,2,4,0,5000,1,0,0,7,0,0,0,0,0,0,4,0,2,1,0,0,0,0,Worsened
Kitui,488,Female,2,3,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,2,1,1,1,0,0,Stayed the same
West Pokot,883,Female,3,2,2,4,0,5000,1,0,0,6,0,0,0,0,0,0,1,0,2,1,1,1,1,1,Worsened
Kakamega,1354,Female,3,2,2,4,0,5000,1,1,1,0,0,1,1,0,1,1,1,5,1,0,1,0,0,0,Stayed the same
Nandi,1037,Male,6,2,2,2,0,5000,1,0,0,1,0,0,0,1,1,0,1,0,2,0,1,1,1,1,Worsened
Marsabit,308,Female,3,3,1,4,0,5000,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,Worsened
Laikipia,1105,Female,4,2,2,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,3,3,1,1,1,0,0,Stayed the same
Tharaka-Nithi,425,Female,3,1,4,2,0,5000,0,1,1,0,1,0,1,1,1,1,0,7,3,0,0,0,1,0,Worsened
Siaya,1522,Female,6,2,2,3,0,5000,1,0,1,0,0,1,1,1,0,1,1,5,2,0,1,1,0,0,Worsened
Bomet,1333,Male,3,2,2,4,0,5000,0,1,1,0,1,0,1,0,0,1,3,8,3,1,1,1,1,0,Stayed the same
Narok,1226,Female,3,1,4,4,0,5000,0,1,1,0,1,1,1,1,1,1,0,7,3,0,0,0,1,0,Worsened
Kilifi,104,Female,3,1,2,4,0,5000,1,0,0,7,0,1,0,1,1,0,1,4,1,0,1,1,1,0,Stayed the same
Baringo,1087,Female,4,2,1,4,0,5000,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Stayed the same
Kajiado,1246,Male,1,1,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,1,1,1,1,1,1,Stayed the same
Uasin Gishu,970,Female,2,1,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,3,1,1,1,1,0,Stayed the same
Kwale,69,Female,4,2,1,4,0,5000,0,1,1,0,0,1,1,0,1,1,8,4,2,1,0,1,1,0,Worsened
Kiambu,778,Male,3,1,2,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,9,3,1,1,1,1,1,Worsened
Busia,1491,Male,6,2,2,3,0,5000,0,0,0,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,Worsened
Kitui,472,Male,1,2,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Stayed the same
Makueni,569,Male,5,2,2,2,0,5000,1,1,1,0,0,1,0,0,0,1,1,4,2,1,1,1,1,0,Improved
Machakos,516,Male,4,2,2,2,0,5000,0,0,0,7,0,0,0,1,0,0,8,1,3,1,1,1,0,0,Worsened
Nandi,1041,Female,2,2,3,4,0,5000,0,1,1,0,1,0,1,0,1,1,1,5,2,1,0,1,1,0,Stayed the same
Garissa,226,Female,3,2,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,Worsened
Nandi,1060,Male,3,2,4,4,0,5000,1,1,1,0,1,1,1,0,1,1,0,13,2,1,1,1,1,1,Worsened
Mombasa,41,Male,2,2,2,1,0,5000,1,1,1,0,0,0,0,0,0,1,3,2,3,1,1,1,1,0,Worsened
Marsabit,314,Female,6,1,1,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,3,1,1,1,1,1,1,Worsened
Kisumu,1573,Male,4,1,2,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,8,3,0,1,0,1,1,Stayed the same
Kiambu,768,Male,6,2,3,4,0,5000,1,1,1,0,0,1,0,1,1,1,0,6,3,1,1,1,1,1,Stayed the same
Tharaka-Nithi,408,Male,2,1,3,1,0,5000,1,1,1,2,0,1,0,1,1,1,2,4,3,1,1,1,1,1,Improved
Kitui,470,Male,2,2,3,1,0,5000,1,1,1,0,1,0,1,0,1,1,1,6,3,0,1,1,0,0,Improved
West Pokot,876,Male,2,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,1,0,1,1,0,0,Improved
Kisii,1699,Female,5,2,2,4,0,5000,1,1,1,0,0,1,0,1,1,1,1,5,2,0,1,0,0,0,Worsened
Nairobi City,1793,Female,2,2,3,4,0,5000,0,1,1,0,1,1,0,0,0,1,1,5,3,0,0,0,1,1,Worsened
Nairobi City,1786,Male,2,1,4,1,0,5000,0,1,1,0,1,0,1,0,1,1,0,6,3,1,1,0,0,0,Improved
Kitui,490,Female,6,3,1,3,0,5000,0,0,0,1,0,0,0,1,0,1,0,2,2,0,1,1,0,0,Worsened
Lamu,168,Female,6,1,2,4,0,5000,0,1,1,0,0,1,0,0,0,1,1,3,2,1,1,0,0,0,Stayed the same
Isiolo,342,Male,1,1,2,1,0,5000,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,1,0,Stayed the same
Nairobi City,1782,Male,3,2,4,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,9,2,1,1,1,1,0,Stayed the same
Elgeyo-Marakwet,1019,Male,3,1,3,4,0,5000,0,1,1,0,1,0,1,1,0,1,0,4,2,1,1,0,1,1,Improved
West Pokot,884,Male,3,2,2,4,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,2,0,0,0,0,0,Worsened
Meru,358,Female,3,2,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,3,7,3,0,0,0,0,0,Worsened
Kakamega,1370,Male,4,2,4,4,0,5000,1,1,1,0,0,0,1,0,0,1,0,5,3,0,1,0,0,0,Worsened
Tana River,133,Female,6,2,2,4,0,5000,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,Worsened
Bungoma,1464,Male,3,2,4,4,0,5000,1,1,1,0,1,0,1,1,1,1,1,4,3,0,1,0,0,0,Stayed the same
Nairobi City,1822,Female,3,1,3,4,0,5000,0,1,1,0,0,0,1,0,0,1,0,4,2,0,0,1,1,1,Worsened
Nairobi City,1769,Male,3,2,4,4,0,5000,1,1,1,0,1,1,1,0,1,1,0,11,0,0,1,0,1,1,Improved
Isiolo,346,Male,3,2,3,4,0,5000,0,1,1,0,1,1,1,1,1,1,0,8,1,1,1,1,1,0,Improved
Nairobi City,1819,Female,2,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,2,1,2,1,1,1,1,0,Improved
Lamu,170,Male,3,2,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,Worsened
Machakos,546,Male,3,2,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,5,2,1,1,1,1,1,Worsened
Trans Nzoia,940,Female,3,1,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,1,1,1,0,Improved
Kirinyaga,685,Female,6,3,2,3,0,5000,1,0,0,7,0,0,0,1,1,1,0,2,1,0,1,0,0,0,Worsened
Isiolo,326,Female,3,1,3,1,0,5000,0,1,1,0,1,1,1,1,1,1,1,7,3,1,0,1,0,0,Worsened
Kilifi,117,Male,5,2,3,4,0,5000,1,1,1,0,0,0,1,1,0,1,0,11,3,1,0,0,0,0,Worsened
Garissa,234,Female,2,1,3,1,0,5000,0,1,1,0,0,0,1,0,0,1,1,2,3,1,1,1,1,0,Improved
Taita-Taveta,200,Male,2,2,3,1,0,5000,1,1,1,0,1,0,0,0,0,1,1,3,3,1,0,0,0,0,Worsened
Kitui,485,Male,4,2,3,1,0,5000,0,1,1,0,1,0,1,1,0,1,3,11,3,1,1,0,1,0,Improved
Kisii,1696,Male,2,1,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,Worsened
Narok,1211,Male,4,1,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,8,2,0,0,0,1,1,Stayed the same
Homabay,1641,Female,5,1,3,3,0,5000,1,1,1,0,0,1,1,1,1,1,1,7,2,0,0,0,0,0,Worsened
Murang'a,750,Female,4,2,2,1,0,5000,1,1,1,0,1,1,1,1,0,1,0,14,3,1,1,0,1,1,Stayed the same
Turkana,837,Female,4,3,1,4,0,5000,1,1,1,0,1,0,0,0,0,1,4,2,1,0,0,1,0,0,Stayed the same
Nyandarua,628,Female,4,1,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,5,2,2,1,1,1,1,0,Stayed the same
Nairobi City,1820,Female,2,2,3,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,7,2,1,1,1,1,0,Stayed the same
Kajiado,1268,Female,3,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,4,2,1,1,1,1,1,Worsened
Murang'a,723,Female,6,1,2,2,0,5000,0,1,1,0,0,0,0,0,0,1,1,3,2,1,1,1,0,0,Worsened
Meru,386,Female,3,2,4,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,2,3,1,1,1,0,0,Stayed the same
Nyandarua,628,Male,4,3,2,3,0,5000,0,1,1,0,0,1,0,0,0,1,1,3,3,1,1,1,1,1,Stayed the same
Bomet,1337,Female,5,2,2,2,0,5000,1,1,1,0,1,1,1,1,0,1,3,6,2,1,1,1,0,0,Improved
Wajir,1838,Male,5,3,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,Stayed the same
Narok,1190,Female,2,1,3,4,0,5000,1,1,0,1,0,0,0,1,0,0,1,1,3,0,0,0,0,0,Worsened
Nakuru,1162,Male,2,1,3,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,5,3,0,0,0,0,0,Worsened
Kiambu,795,Female,6,3,1,3,1,5000,1,1,1,0,1,0,0,0,0,1,1,2,2,1,1,1,0,0,Worsened
Kilifi,86,Female,5,2,2,3,0,5000,1,1,1,0,1,0,1,0,1,1,0,4,2,0,1,0,0,0,Improved
Nandi,1039,Male,4,2,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Improved
Bungoma,1479,Male,3,1,4,1,0,5000,1,1,1,0,1,0,1,1,1,1,0,11,2,0,1,1,1,0,Worsened
Wajir,251,Male,5,3,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,4,1,2,1,1,1,1,0,Worsened
Mandera,282,Female,3,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,5,2,1,1,0,1,1,0,Improved
Trans Nzoia,935,Female,1,1,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,1,1,1,1,0,Stayed the same
Kitui,489,Female,4,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,Improved
Kajiado,1234,Female,3,2,1,4,0,5000,1,1,1,0,1,0,0,0,0,1,8,2,1,0,0,1,1,1,Stayed the same
Narok,1207,Male,3,1,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,0,6,3,0,0,0,0,0,Worsened
Kajiado,1229,Female,6,3,1,1,1,5000,0,0,1,9,0,0,0,0,0,1,3,0,2,1,1,1,1,0,Stayed the same
Meru,378,Female,3,2,2,4,0,5000,1,1,1,0,0,1,0,1,0,1,8,3,3,0,1,0,0,0,Worsened
Kakamega,1359,Male,6,2,2,3,1,5000,0,0,1,7,0,0,0,0,0,1,1,0,1,1,1,1,0,0,Stayed the same
Kitui,509,Female,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,1,5,1,1,1,0,0,0,Improved
Elgeyo-Marakwet,997,Female,5,2,3,4,0,5000,0,1,1,0,0,0,1,1,1,1,9,4,2,1,1,0,1,1,Worsened
Migori,1678,Female,2,2,2,4,0,5000,0,1,0,7,0,0,0,0,0,0,2,1,1,0,1,1,1,0,Stayed the same
Kiambu,799,Male,5,1,2,1,1,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,1,0,Worsened
Vihiga,1430,Male,3,2,4,1,0,5000,0,1,1,0,1,1,1,0,1,1,0,11,2,1,1,1,1,0,Improved
Isiolo,335,Male,3,2,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Worsened
Kisii,1689,Female,5,2,2,4,0,5000,1,0,1,0,1,0,0,0,0,1,1,2,2,0,1,1,0,0,Worsened
Vihiga,1430,Female,3,2,3,1,0,5000,0,0,1,0,1,0,1,0,1,1,0,8,3,1,0,0,0,0,Stayed the same
Kwale,51,Female,6,1,1,3,0,5000,1,1,1,0,1,0,0,0,0,1,1,2,0,0,1,1,0,0,Worsened
Nandi,1042,Male,6,2,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,Stayed the same
Wajir,1842,Male,6,3,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,4,1,2,1,1,1,0,0,Worsened
Mandera,283,Female,3,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Worsened
Meru,377,Female,2,2,2,1,0,5000,0,1,1,2,0,0,0,1,0,1,2,1,3,0,0,1,0,0,Stayed the same
Tharaka-Nithi,422,Female,3,1,4,1,0,5000,1,1,1,0,0,0,1,1,1,1,0,6,2,0,0,1,0,0,Stayed the same
Kilifi,118,Female,2,2,3,1,0,5000,1,1,1,0,0,1,0,1,1,1,1,4,2,1,0,0,1,0,Worsened
Isiolo,322,Male,3,2,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,Worsened
Mombasa,7,Female,3,2,2,1,0,5000,1,1,1,0,0,0,1,0,1,1,1,4,2,0,0,0,1,1,Worsened
Nyandarua,615,Male,5,3,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,1,6,3,1,0,0,0,0,Worsened
Taita-Taveta,209,Male,4,1,2,4,0,5000,1,1,1,0,1,1,1,1,0,1,3,6,3,0,0,1,1,0,Improved
Siaya,1540,Female,3,2,2,4,0,5000,1,1,1,0,1,1,0,1,0,1,1,5,2,0,1,0,0,0,Stayed the same
Makueni,563,Male,5,1,1,4,1,5000,1,1,1,0,0,0,1,0,1,1,0,5,2,0,0,0,0,0,Worsened
West Pokot,872,Female,5,1,1,4,0,5000,1,0,1,0,1,0,0,1,0,1,1,3,1,0,0,0,1,0,Worsened
Kajiado,1249,Female,4,2,3,1,0,5000,0,1,1,0,1,1,1,1,0,1,0,11,3,1,1,1,1,1,Improved
Lamu,181,Male,2,2,1,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,4,2,0,0,1,0,0,Worsened
West Pokot,875,Female,2,2,3,4,0,5000,1,0,0,7,0,0,0,0,0,0,2,0,2,1,0,0,0,0,Improved
Nairobi City,1818,Female,3,1,3,1,0,5000,0,1,1,0,1,1,1,1,1,1,0,9,0,1,1,1,1,0,Improved
Meru,357,Male,3,2,3,2,0,5000,1,1,1,0,1,0,0,1,0,1,1,4,3,0,1,1,0,0,Stayed the same
Nairobi City,1790,Male,3,2,4,4,0,5000,0,1,1,0,1,1,1,0,0,1,0,11,3,1,1,1,1,1,Stayed the same
Nandi,1040,Female,6,3,2,2,0,5000,0,1,1,0,0,1,0,0,0,1,1,2,2,0,1,0,0,0,Worsened
Siaya,1538,Female,5,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,1,9,3,1,1,0,0,0,Worsened
Wajir,1838,Female,1,3,1,1,0,5000,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,Stayed the same
Uasin Gishu,958,Male,3,2,4,4,0,5000,0,1,1,0,0,0,1,0,1,1,8,2,2,1,1,1,1,1,Worsened
Turkana,832,Male,4,3,1,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,Worsened
Embu,456,Female,6,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,Worsened
West Pokot,889,Female,4,2,4,1,0,5000,1,1,1,0,1,0,1,1,0,1,0,11,3,1,1,0,1,1,Improved
Kisii,1729,Female,2,2,3,1,0,5000,1,1,1,0,0,0,0,0,0,1,1,2,2,1,1,1,0,0,Worsened
Kisumu,1570,Female,6,2,2,3,0,5000,1,1,1,0,0,0,1,0,1,1,1,2,3,0,1,1,0,0,Improved
Busia,1482,Male,6,2,2,4,0,5000,1,1,1,0,1,0,1,1,1,1,1,6,3,0,0,0,0,0,Worsened
Murang'a,740,Male,6,3,3,4,0,5000,1,1,0,3,0,0,1,1,1,1,0,4,3,1,0,0,0,0,Worsened
Meru,368,Female,3,2,4,4,0,5000,0,1,1,0,0,0,1,0,0,1,1,5,2,0,0,0,0,0,Stayed the same
Nairobi City,1804,Male,3,2,3,4,0,5000,0,1,1,0,1,0,1,1,0,1,4,4,3,0,0,0,1,0,Worsened
Bungoma,1463,Female,2,2,3,1,0,5000,1,0,1,7,0,0,0,0,0,1,2,0,2,0,1,1,0,0,Worsened
Kirinyaga,696,Female,6,1,1,3,0,5000,1,1,1,0,0,0,0,0,0,1,0,5,1,0,1,1,0,0,Worsened
Kisii,1713,Male,4,2,2,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,4,2,1,1,0,0,0,Worsened
Bungoma,1470,Male,4,1,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,4,2,0,1,0,1,0,Worsened
Kajiado,1231,Male,4,2,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,6,1,1,1,1,1,1,Stayed the same
Machakos,530,Female,4,2,2,4,0,5000,1,1,1,0,0,1,1,1,1,1,1,6,3,0,1,0,0,0,Improved
Kisumu,1596,Female,2,2,4,1,0,5000,1,1,1,0,0,0,1,0,1,1,1,3,1,1,1,1,1,1,Stayed the same
Migori,1686,Female,3,1,3,4,0,5000,0,1,1,0,1,1,1,0,0,1,0,6,3,1,1,1,1,0,Worsened
Kakamega,1392,Female,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,3,2,1,1,1,0,0,Improved
West Pokot,865,Female,2,2,2,4,0,5000,1,0,1,7,0,0,1,1,0,1,1,1,3,1,1,0,1,1,Worsened
Nandi,1026,Male,5,2,3,4,0,5000,0,1,1,0,1,1,0,1,0,1,1,5,3,1,0,0,1,0,Improved
Turkana,837,Female,2,3,1,1,1,5000,1,1,0,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,Stayed the same
Tana River,132,Male,3,2,2,4,0,5000,1,1,1,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,Worsened
Nandi,1061,Male,2,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,5,1,3,1,1,1,0,0,Improved
Nairobi City,1775,Female,3,2,2,2,0,5000,0,1,1,0,1,1,1,1,0,1,0,12,3,1,0,0,1,0,Improved
Busia,1509,Female,6,2,2,3,0,5000,1,0,1,7,0,0,0,1,0,1,1,1,2,0,0,1,0,0,Stayed the same
Nyamira,1759,Male,5,2,2,4,0,5000,0,1,1,0,0,0,0,1,0,1,3,3,3,0,1,1,1,0,Stayed the same
Homabay,1627,Female,5,1,2,3,0,5000,1,1,1,0,0,1,1,1,0,1,1,5,2,0,0,0,0,0,Worsened
Busia,1501,Female,1,2,3,1,0,5000,1,0,1,7,0,0,0,0,0,1,2,0,2,0,0,1,0,0,Stayed the same
Mandera,278,Female,3,3,1,4,0,5000,0,1,1,0,0,0,0,1,0,1,4,3,1,1,1,1,1,1,Improved
Migori,1666,Male,4,2,2,4,0,5000,0,1,1,0,1,1,1,1,1,1,1,7,2,1,1,1,1,0,Stayed the same
Nyeri,677,Male,4,3,3,2,0,5000,0,1,1,0,1,0,0,1,0,1,0,6,3,0,1,0,0,0,Worsened
Isiolo,334,Female,3,1,3,4,0,5000,0,1,1,0,0,1,1,1,0,1,1,6,2,1,1,1,1,0,Improved
Makueni,579,Female,1,3,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Stayed the same
Narok,1213,Female,2,1,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,Worsened
Tana River,156,Female,3,2,2,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,Worsened
Bomet,1336,Male,4,2,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,3,9,2,1,1,1,1,1,Stayed the same
Meru,349,Female,4,2,2,4,0,5000,1,1,1,0,0,1,0,1,0,1,1,5,2,0,0,0,0,0,Worsened
Samburu,896,Male,3,2,4,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,1,0,0,0,Improved
Trans Nzoia,925,Male,2,2,2,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,1,1,1,1,0,Improved
Kisumu,1591,Male,3,1,4,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,8,3,1,1,1,1,1,Stayed the same
Meru,385,Male,4,2,3,4,0,5000,1,1,1,0,1,0,1,1,0,1,1,5,2,0,0,0,0,0,Worsened
Laikipia,1105,Male,3,2,2,4,0,5000,0,0,1,0,0,0,1,1,0,1,0,4,3,1,1,1,1,1,Stayed the same
Migori,1657,Female,3,2,2,3,0,5000,0,1,1,0,0,0,1,1,1,1,1,4,3,0,1,1,0,0,Worsened
Nairobi City,1777,Female,5,1,2,2,0,5000,0,1,1,0,0,0,1,1,0,1,1,5,3,1,1,0,0,0,Improved
Nairobi City,1816,Female,3,1,2,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,5,3,0,0,0,1,0,Worsened
Tana River,146,Female,3,2,1,4,0,5000,1,1,1,0,0,0,1,1,0,1,1,3,2,1,1,0,0,0,Worsened
Migori,1661,Male,6,2,3,3,0,5000,0,1,1,9,0,0,0,0,0,1,1,0,1,1,1,1,1,1,Worsened
Kericho,1286,Male,4,1,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,Worsened
Kirinyaga,705,Male,6,1,2,4,0,5000,0,1,1,0,0,0,1,0,1,1,1,4,2,0,1,1,0,0,Worsened
Bomet,1344,Male,4,2,3,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,7,3,1,1,1,1,0,Worsened
Makueni,565,Female,4,2,2,4,0,5000,1,0,1,7,0,0,0,1,1,1,1,2,3,0,0,0,0,0,Stayed the same
Tharaka-Nithi,404,Female,5,2,3,4,0,5000,1,1,1,0,1,1,1,1,1,1,1,10,2,1,1,0,0,0,Stayed the same
Vihiga,1412,Female,2,2,3,1,0,5000,1,1,1,0,1,0,0,1,1,1,0,3,2,0,1,1,1,1,Worsened
Lamu,181,Male,6,2,1,4,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,3,0,1,1,0,0,Worsened
Vihiga,1425,Female,2,2,3,1,0,5000,1,1,1,0,1,0,1,0,1,1,1,4,2,0,0,0,1,0,Worsened
Uasin Gishu,960,Male,2,2,2,1,0,5000,0,0,1,7,0,0,0,0,0,1,2,0,2,0,0,1,1,0,Worsened
Lamu,176,Male,3,2,3,4,0,5000,0,1,1,0,0,1,0,1,0,1,3,4,3,1,1,1,1,0,Improved
Kisumu,1578,Male,3,2,4,4,0,5000,0,1,1,0,1,1,0,1,0,1,0,10,2,1,0,0,1,0,Worsened
Kisumu,1587,Male,3,2,3,4,0,5000,0,1,1,0,0,0,1,0,0,1,0,4,2,1,1,0,1,0,Worsened
Turkana,830,Female,4,3,1,3,0,5000,0,0,0,7,0,0,0,0,0,0,8,0,2,0,0,1,0,0,Stayed the same
Busia,1488,Female,6,2,3,4,1,5000,1,1,1,0,0,1,0,1,0,1,8,4,2,0,0,0,1,1,Worsened
Uasin Gishu,988,Male,5,2,2,4,0,5000,0,1,1,0,1,1,1,1,1,1,1,12,3,0,0,0,1,0,Worsened
Siaya,1520,Male,1,3,2,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,3,0,0,1,0,0,Worsened
Baringo,1069,Male,4,1,3,4,0,5000,1,0,0,7,0,0,0,0,0,0,1,0,1,1,0,1,1,0,Stayed the same
Embu,436,Male,4,2,3,2,0,5000,0,0,0,7,0,0,0,1,0,0,0,2,1,1,0,1,1,1,Worsened
Kisii,1711,Female,6,1,3,4,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,2,1,0,0,0,0,Worsened
Isiolo,324,Male,1,3,1,1,0,5000,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,Worsened
Kisii,1713,Female,2,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,2,1,1,1,1,0,Improved
Embu,461,Male,3,2,4,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,11,2,1,1,0,0,0,Worsened
Migori,1657,Male,2,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,1,0,1,1,1,1,Improved
Baringo,1092,Female,2,2,2,4,0,5000,0,1,1,0,1,0,1,1,1,1,4,5,1,0,1,1,0,0,Worsened
Nyandarua,619,Female,6,3,2,4,0,5000,0,1,1,0,0,1,1,1,0,1,1,4,3,1,0,1,0,0,Improved
Mandera,268,Male,1,1,1,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,0,1,1,0,0,Stayed the same
Kiambu,793,Male,6,1,2,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,8,3,1,1,1,1,1,Stayed the same
Narok,1205,Male,3,2,2,4,0,5000,0,1,1,0,0,0,1,0,1,1,1,3,2,0,1,1,0,0,Worsened
Embu,462,Female,2,2,3,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,3,1,1,1,1,1,Worsened
Machakos,559,Female,4,2,2,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,8,2,1,1,1,1,1,Worsened
Kiambu,810,Female,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,Stayed the same
Kajiado,1253,Male,2,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,1,5,2,1,1,1,1,0,Worsened
Embu,466,Male,4,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,3,6,3,1,1,1,1,0,Worsened
Meru,394,Female,5,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,8,2,1,0,1,0,0,Worsened
Machakos,548,Female,2,2,3,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Improved
